model_a,model_b,n_proteins,mean_a,mean_b,d_point,d_boot_mean,ci_low,ci_high,frac_pos
esm2,rita,1499,0.000919406536501833,0.00900083450256307,-0.9394926579760325,-0.9436909321678574,-1.0570626389012547,-0.8288427725707391,0.0
